Year,Location,Adults 19-25,Adults 26-34,Adults 35-54,Adults 55-64,Sum
2017,Massachusetts,0.086,0.131,0.267,0.139,0.623
2017,Michigan,0.092,0.114,0.253,0.143,0.602
2017,Minnesota,0.085,0.124,0.259,0.137,0.605
2017,Mississippi,0.095,0.105,0.254,0.131,0.585
2017,Missouri,0.086,0.122,0.25,0.137,0.595
2017,Montana,0.093,0.113,0.241,0.148,0.595
2017,Nebraska,0.09,0.124,0.244,0.131,0.589
2017,Nevada,0.087,0.127,0.268,0.125,0.607
2017,New Hampshire,0.081,0.114,0.267,0.161,0.623
2017,New Jersey,0.083,0.116,0.274,0.137,0.61
2017,New Mexico,0.094,0.116,0.236,0.135,0.581
2017,New York,0.091,0.132,0.264,0.133,0.62
2017,North Carolina,0.085,0.117,0.267,0.131,0.6
2017,North Dakota,0.104,0.136,0.237,0.135,0.612
2017,Ohio,0.087,0.118,0.253,0.141,0.599
2017,Oklahoma,0.09,0.122,0.246,0.128,0.586
2017,Oregon,0.085,0.129,0.259,0.134,0.607
2017,Pennsylvania,0.083,0.118,0.255,0.145,0.601
2017,Rhode Island,0.093,0.124,0.259,0.145,0.621
2017,South Carolina,0.086,0.114,0.256,0.136,0.592
2017,South Dakota,0.086,0.124,0.235,0.137,0.582
2017,Tennessee,0.086,0.121,0.261,0.134,0.602
2017,Texas,0.095,0.13,0.262,0.114,0.601
2017,Utah,0.107,0.131,0.242,0.097,0.577
2017,Vermont,0.087,0.109,0.253,0.16,0.609
2017,Virginia,0.088,0.121,0.269,0.133,0.611
2017,Washington,0.087,0.133,0.262,0.131,0.613
2017,West Virginia,0.084,0.101,0.255,0.148,0.588
2017,Wisconsin,0.088,0.114,0.255,0.144,0.601
2017,Wyoming,0.086,0.123,0.236,0.145,0.59
2017,Puerto Rico,0.099,0.104,0.257,0.13,0.59
2018,Alabama,0.088,0.117,0.251,0.136,0.592
2018,Alaska,0.088,0.132,0.258,0.133,0.611
2018,Arizona,0.092,0.12,0.243,0.123,0.578
2018,Arkansas,0.087,0.118,0.247,0.13,0.582
2018,California,0.093,0.137,0.264,0.122,0.616
2018,Colorado,0.089,0.139,0.265,0.126,0.619
2018,Connecticut,0.084,0.112,0.265,0.147,0.608
2018,Delaware,0.082,0.117,0.249,0.143,0.591
2018,District of Columbia,0.096,0.212,0.269,0.105,0.682
2018,Florida,0.081,0.115,0.251,0.136,0.583
2018,Georgia,0.088,0.124,0.269,0.124,0.605
2018,Hawaii,0.073,0.124,0.251,0.132,0.58
2018,Idaho,0.088,0.118,0.241,0.124,0.571
2018,Illinois,0.089,0.124,0.261,0.133,0.607
2018,Indiana,0.09,0.118,0.254,0.133,0.595
2018,Iowa,0.089,0.115,0.245,0.135,0.584
2018,Kansas,0.093,0.116,0.245,0.132,0.586
2018,Kentucky,0.09,0.116,0.256,0.137,0.599
2018,Louisiana,0.091,0.122,0.249,0.131,0.593
2018,Maine,0.072,0.108,0.256,0.165,0.601
2018,Maryland,0.084,0.121,0.268,0.138,0.611
2018,Massachusetts,0.087,0.131,0.263,0.141,0.622
2018,Michigan,0.091,0.118,0.249,0.143,0.601
2018,Minnesota,0.084,0.125,0.255,0.137,0.601
2018,Mississippi,0.091,0.113,0.249,0.131,0.584
2018,Missouri,0.088,0.12,0.248,0.139,0.595
2018,Montana,0.082,0.115,0.24,0.147,0.584
2018,Nebraska,0.087,0.12,0.246,0.13,0.583
2018,Nevada,0.084,0.129,0.265,0.125,0.603
2018,New Hampshire,0.081,0.112,0.261,0.162,0.616
2018,New Jersey,0.083,0.115,0.271,0.138,0.607
2018,New Mexico,0.091,0.117,0.237,0.133,0.578
2018,New York,0.087,0.134,0.26,0.135,0.616
2018,North Carolina,0.085,0.117,0.264,0.133,0.599
2018,North Dakota,0.108,0.136,0.233,0.132,0.609
2018,Ohio,0.086,0.119,0.251,0.141,0.597
2018,Oklahoma,0.087,0.126,0.244,0.127,0.584
2018,Oregon,0.085,0.129,0.259,0.131,0.604
2018,Pennsylvania,0.083,0.119,0.252,0.145,0.599
2018,Rhode Island,0.091,0.127,0.259,0.146,0.623
2018,South Carolina,0.086,0.113,0.252,0.137,0.588
2018,South Dakota,0.091,0.114,0.236,0.138,0.579
2018,Tennessee,0.087,0.12,0.26,0.134,0.601
2018,Texas,0.094,0.13,0.262,0.114,0.6
2018,Utah,0.109,0.13,0.244,0.096,0.579
2018,Vermont,0.081,0.114,0.252,0.159,0.606
2018,Virginia,0.086,0.122,0.265,0.133,0.606
2018,Washington,0.084,0.139,0.26,0.13,0.613
2018,West Virginia,0.082,0.105,0.253,0.146,0.586
2018,Wisconsin,0.086,0.114,0.256,0.144,0.6
2018,Wyoming,0.083,0.121,0.244,0.141,0.589
2018,Puerto Rico,0.096,0.106,0.257,0.134,0.593
2019,Alabama,0.087,0.115,0.251,0.135,0.588
2019,Alaska,0.093,0.139,0.246,0.132,0.61
2019,Arizona,0.093,0.121,0.241,0.124,0.579
2019,Arkansas,0.087,0.115,0.248,0.131,0.581
2019,California,0.092,0.137,0.263,0.123,0.615
2019,Colorado,0.089,0.141,0.265,0.126,0.621
2019,Connecticut,0.086,0.113,0.259,0.148,0.606
2019,Delaware,0.081,0.118,0.242,0.144,0.585
2019,District of Columbia,0.09,0.216,0.269,0.103,0.678
2019,Florida,0.08,0.114,0.249,0.137,0.58
2019,Georgia,0.089,0.122,0.267,0.125,0.603
2019,Hawaii,0.072,0.116,0.255,0.132,0.575
2019,Idaho,0.085,0.12,0.242,0.125,0.572
2019,Illinois,0.087,0.126,0.258,0.132,0.603
2019,Indiana,0.091,0.118,0.25,0.134,0.593
2019,Iowa,0.089,0.114,0.243,0.136,0.582
2019,Kansas,0.092,0.116,0.241,0.131,0.58
2019,Kentucky,0.089,0.114,0.254,0.137,0.594
2019,Louisiana,0.088,0.123,0.248,0.132,0.591
2019,Maine,0.075,0.11,0.252,0.16,0.597
2019,Maryland,0.081,0.123,0.265,0.138,0.607
2019,Massachusetts,0.087,0.132,0.26,0.141,0.62
2019,Michigan,0.091,0.118,0.246,0.142,0.597
2019,Minnesota,0.082,0.125,0.252,0.137,0.596
2019,Mississippi,0.089,0.11,0.251,0.131,0.581
2019,Missouri,0.085,0.121,0.246,0.139,0.591
2019,Montana,0.085,0.114,0.236,0.143,0.578
2019,Nebraska,0.088,0.122,0.24,0.129,0.579
2019,Nevada,0.083,0.131,0.262,0.126,0.602
2019,New Hampshire,0.078,0.115,0.258,0.163,0.614
2019,New Jersey,0.082,0.117,0.267,0.139,0.605
2019,New Mexico,0.09,0.117,0.238,0.132,0.577
2019,New York,0.086,0.134,0.257,0.136,0.613
2019,North Carolina,0.086,0.118,0.26,0.133,0.597
2019,North Dakota,0.102,0.137,0.232,0.128,0.599
2019,Ohio,0.085,0.119,0.248,0.14,0.592
2019,Oklahoma,0.091,0.123,0.242,0.127,0.583
2019,Oregon,0.084,0.128,0.261,0.129,0.602
2019,Pennsylvania,0.079,0.123,0.248,0.145,0.595
2019,Rhode Island,0.088,0.127,0.253,0.148,0.616
2019,South Carolina,0.082,0.116,0.249,0.138,0.585
2019,South Dakota,0.082,0.115,0.235,0.136,0.568
2019,Tennessee,0.086,0.124,0.254,0.134,0.598
2019,Texas,0.094,0.13,0.261,0.114,0.599
2019,Utah,0.109,0.132,0.242,0.095,0.578
2019,Vermont,0.086,0.111,0.247,0.158,0.602
2019,Virginia,0.084,0.12,0.265,0.135,0.604
2019,Washington,0.084,0.138,0.26,0.129,0.611
2019,West Virginia,0.081,0.105,0.251,0.146,0.583
2019,Wisconsin,0.085,0.116,0.251,0.143,0.595
2019,Wyoming,0.083,0.117,0.242,0.135,0.577
2019,Puerto Rico,0.099,0.105,0.253,0.135,0.592
