Notes,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
,Georgia,13,2018,2018,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18,33056,0.54 (Unreliable)
,Georgia,13,2018,2018,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,10,33056,0.30 (Unreliable)
,Georgia,13,2018,2018,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,84,16881,4.99
,Georgia,13,2018,2018,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15,16881,0.89 (Unreliable)
,Georgia,13,2018,2018,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,16881,0.65 (Unreliable)
,Georgia,13,2018,2018,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,18,3613,4.99 (Unreliable)
,Georgia,13,2018,2018,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13,3613,3.60 (Unreliable)
,Georgia,13,2019,2019,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,26,7090,3.67
,Georgia,13,2019,2019,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15,7090,2.12 (Unreliable)
,Georgia,13,2019,2019,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,7090,1.55 (Unreliable)
,Georgia,13,2019,2019,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,10,7090,1.41 (Unreliable)
,Georgia,13,2019,2019,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,105,27390,3.84
,Georgia,13,2019,2019,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,40,27390,1.46
,Georgia,13,2019,2019,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,41,27390,1.50
,Georgia,13,2019,2019,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,19,27390,0.69 (Unreliable)
,Georgia,13,2019,2019,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,143,37299,3.84
,Georgia,13,2019,2019,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,34,37299,0.91
,Georgia,13,2019,2019,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,32,37299,0.86
,Georgia,13,2019,2019,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,19,37299,0.51 (Unreliable)
,Georgia,13,2019,2019,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,114,33356,3.42
,Georgia,13,2019,2019,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,33356,0.72
,Georgia,13,2019,2019,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,31,33356,0.93
,Georgia,13,2019,2019,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,64,17173,3.73
,Georgia,13,2019,2019,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,29,17173,1.69
,Georgia,13,2019,2019,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,17173,0.58 (Unreliable)
,Georgia,13,2019,2019,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,14,3692,3.80 (Unreliable)
,Hawaii,15,2007,2007,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,10,1610,6.21 (Unreliable)
,Hawaii,15,2007,2007,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,10,4679,2.14 (Unreliable)
,Hawaii,15,2007,2007,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,18,5099,3.53 (Unreliable)
,Hawaii,15,2007,2007,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,19,4365,4.39 (Unreliable)
,Hawaii,15,2008,2008,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11,4590,2.40 (Unreliable)
,Hawaii,15,2008,2008,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,13,5291,2.46 (Unreliable)
,Hawaii,15,2008,2008,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,16,4533,3.53 (Unreliable)
,Hawaii,15,2009,2009,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,19,4390,4.36 (Unreliable)
,Hawaii,15,2009,2009,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,14,5274,2.70 (Unreliable)
,Hawaii,15,2009,2009,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,11,4408,2.54 (Unreliable)
,Hawaii,15,2009,2009,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,12,2604,4.61 (Unreliable)
,Hawaii,15,2010,2010,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,16,4472,3.58 (Unreliable)
,Hawaii,15,2010,2010,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,15,5311,2.82 (Unreliable)
,Hawaii,15,2010,2010,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15,4586,3.31 (Unreliable)
,Hawaii,15,2011,2011,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,12,4475,2.76 (Unreliable)
,Hawaii,15,2011,2011,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,10,5286,1.95 (Unreliable)
,Hawaii,15,2011,2011,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,11,4685,2.41 (Unreliable)
,Hawaii,15,2011,2011,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,11,2553,4.31 (Unreliable)
,Hawaii,15,2012,2012,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,10,4222,2.39 (Unreliable)
,Hawaii,15,2012,2012,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,22,5269,4.24
,Hawaii,15,2012,2012,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,10,4980,2.04 (Unreliable)
,Hawaii,15,2013,2013,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,10,976,10.25 (Unreliable)
,Hawaii,15,2013,2013,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,17,4188,4.07 (Unreliable)
,Hawaii,15,2013,2013,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,24,5322,4.51
,Hawaii,15,2013,2013,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,11,2840,3.87 (Unreliable)
,Hawaii,15,2014,2014,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,12,5190,2.31 (Unreliable)
,Hawaii,15,2015,2015,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,15,3799,3.95 (Unreliable)
,Hawaii,15,2015,2015,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,11,5095,2.16 (Unreliable)
,Hawaii,15,2015,2015,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15,5033,2.98 (Unreliable)
,Hawaii,15,2016,2016,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,12,5106,2.35 (Unreliable)
,Hawaii,15,2016,2016,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,25,5037,4.96
,Hawaii,15,2017,2017,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,15,3415,4.40 (Unreliable)
,Hawaii,15,2017,2017,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,13,4841,2.69 (Unreliable)
,Hawaii,15,2017,2017,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,14,4832,2.90 (Unreliable)
,Hawaii,15,2018,2018,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,18,4703,3.89 (Unreliable)
,Hawaii,15,2018,2018,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,15,3007,5.06 (Unreliable)
,Hawaii,15,2019,2019,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,13,4604,2.83 (Unreliable)
,Idaho,16,2007,2007,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,23,7548,3.05
,Idaho,16,2007,2007,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,7548,1.60 (Unreliable)
,Idaho,16,2007,2007,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,7548,1.48 (Unreliable)
,Idaho,16,2007,2007,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,26,7909,3.29
,Idaho,16,2007,2007,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15,4753,3.16 (Unreliable)
,Idaho,16,2007,2007,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,4753,2.54 (Unreliable)
,Idaho,16,2008,2008,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,14,2261,6.19 (Unreliable)
,Idaho,16,2008,2008,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,21,7280,2.88
,Idaho,16,2008,2008,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,7280,1.58 (Unreliable)
,Idaho,16,2008,2008,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,17,8155,2.08 (Unreliable)
,Idaho,16,2008,2008,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,13,4957,2.63 (Unreliable)
,Idaho,16,2009,2009,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,13,6774,1.92 (Unreliable)
,Idaho,16,2009,2009,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,6774,1.49 (Unreliable)
,Idaho,16,2009,2009,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,20,7532,2.66
,Idaho,16,2009,2009,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,7532,1.33 (Unreliable)
,Idaho,16,2010,2010,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11,6333,1.74 (Unreliable)
,Idaho,16,2010,2010,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,7570,1.33 (Unreliable)
,Idaho,16,2011,2011,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,17,6109,2.82 (Unreliable)
,Idaho,16,2011,2011,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,6109,2.17 (Unreliable)
,Idaho,16,2011,2011,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,11,7141,1.56 (Unreliable)
,Idaho,16,2012,2012,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11,6285,1.75 (Unreliable)
,Idaho,16,2012,2012,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,6285,1.91 (Unreliable)
,Idaho,16,2012,2012,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,23,7317,3.14
,Idaho,16,2012,2012,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,7317,1.37 (Unreliable)
,Idaho,16,2013,2013,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,10,1425,7.03 (Unreliable)
,Idaho,16,2013,2013,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,18,5859,3.07 (Unreliable)
,Idaho,16,2013,2013,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,11,7299,1.51 (Unreliable)
,Idaho,16,2013,2013,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,7299,1.38 (Unreliable)
,Idaho,16,2013,2013,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,17,5206,3.27 (Unreliable)
,Idaho,16,2014,2014,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,14,6144,2.28 (Unreliable)
,Idaho,16,2014,2014,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,15,7222,2.08 (Unreliable)
,Idaho,16,2014,2014,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,7222,1.52 (Unreliable)
,Idaho,16,2014,2014,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,17,5468,3.11 (Unreliable)
,Idaho,16,2015,2015,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,14,5733,2.44 (Unreliable)
,Idaho,16,2015,2015,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,12,5596,2.14 (Unreliable)
,Idaho,16,2015,2015,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,10,2375,4.21 (Unreliable)
,Idaho,16,2016,2016,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,20,5574,3.59
,Idaho,16,2016,2016,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,16,7174,2.23 (Unreliable)
,Idaho,16,2016,2016,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,7174,1.40 (Unreliable)
,Idaho,16,2017,2017,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,12,5388,2.23 (Unreliable)
,Idaho,16,2017,2017,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,5388,1.86 (Unreliable)
,Idaho,16,2017,2017,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,13,5435,2.39 (Unreliable)
,Idaho,16,2018,2018,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,16,6976,2.29 (Unreliable)
,Idaho,16,2018,2018,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,6976,1.72 (Unreliable)
,Idaho,16,2018,2018,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,16,5338,3.00 (Unreliable)
,Idaho,16,2018,2018,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,12,2541,4.74 (Unreliable)
,Idaho,16,2019,2019,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,16,5140,3.13 (Unreliable)
,Idaho,16,2019,2019,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,11,5571,1.98 (Unreliable)
,Illinois,17,2007,2007,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,86,18089,4.77
,Illinois,17,2007,2007,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,28,18089,1.57
,Illinois,17,2007,2007,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,27,18089,1.51
,Illinois,17,2007,2007,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,20,18089,1.12
,Illinois,17,2007,2007,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,151,40055,3.78
,Illinois,17,2007,2007,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,52,40055,1.29
,Illinois,17,2007,2007,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,31,40055,0.78
,Illinois,17,2007,2007,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,24,40055,0.61
,Illinois,17,2007,2007,25-29 years,25-29,Diseases of the respiratory system,J00-J98,11,50665,0.22 (Unreliable)
,Illinois,17,2007,2007,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,187,50665,3.69
,Illinois,17,2007,2007,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,49,50665,0.96
,Illinois,17,2007,2007,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,24,50665,0.48
,Illinois,17,2007,2007,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,17,50665,0.34 (Unreliable)
,Illinois,17,2007,2007,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,149,43847,3.41
,Illinois,17,2007,2007,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,36,43847,0.83
,Illinois,17,2007,2007,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,43847,0.25 (Unreliable)
,Illinois,17,2007,2007,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,83,23038,3.62
,Illinois,17,2007,2007,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,41,23038,1.76
,Illinois,17,2007,2007,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,27,4578,6.00
,Illinois,17,2007,2007,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,4578,2.21 (Unreliable)
,Illinois,17,2008,2008,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,78,17410,4.49
,Illinois,17,2008,2008,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31,17410,1.80
,Illinois,17,2008,2008,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,30,17410,1.74
,Illinois,17,2008,2008,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,20,17410,1.16
,Illinois,17,2008,2008,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,136,38421,3.54
,Illinois,17,2008,2008,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,61,38421,1.58
,Illinois,17,2008,2008,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,55,38421,1.44
,Illinois,17,2008,2008,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,36,38421,0.94
,Illinois,17,2008,2008,25-29 years,25-29,Diseases of the circulatory system,I00-I99,13,49310,0.27 (Unreliable)
,Illinois,17,2008,2008,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,174,49310,3.52
,Illinois,17,2008,2008,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,54,49310,1.09
,Illinois,17,2008,2008,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,30,49310,0.61
,Illinois,17,2008,2008,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28,49310,0.57
,Illinois,17,2008,2008,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,157,44165,3.56
,Illinois,17,2008,2008,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,48,44165,1.08
,Illinois,17,2008,2008,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,44165,0.34 (Unreliable)
,Illinois,17,2008,2008,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,86,22227,3.89
,Illinois,17,2008,2008,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,28,22227,1.28
,Illinois,17,2008,2008,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,19,4661,4.14 (Unreliable)
,Illinois,17,2008,2008,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,4661,2.61 (Unreliable)
,Illinois,17,2009,2009,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,85,16196,5.27
,Illinois,17,2009,2009,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,16196,1.26
,Illinois,17,2009,2009,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,22,16196,1.38
,Illinois,17,2009,2009,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,21,16196,1.32
,Illinois,17,2009,2009,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,124,36336,3.42
,Illinois,17,2009,2009,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,49,36336,1.35
,Illinois,17,2009,2009,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,42,36336,1.15
,Illinois,17,2009,2009,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,28,36336,0.78
,Illinois,17,2009,2009,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,156,47486,3.29
,Illinois,17,2009,2009,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,48,47486,1.01
,Illinois,17,2009,2009,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,24,47486,0.51
,Illinois,17,2009,2009,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,15,47486,0.32 (Unreliable)
,Illinois,17,2009,2009,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,156,44226,3.54
,Illinois,17,2009,2009,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,52,44226,1.18
,Illinois,17,2009,2009,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,44226,0.30 (Unreliable)
,Illinois,17,2009,2009,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,101,21669,4.64
,Illinois,17,2009,2009,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,32,21669,1.46
,Illinois,17,2009,2009,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,19,4745,4.09 (Unreliable)
,Illinois,17,2009,2009,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,4745,3.01 (Unreliable)
,Illinois,17,2010,2010,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,68,14798,4.60
,Illinois,17,2010,2010,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,14798,1.23 (Unreliable)
,Illinois,17,2010,2010,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18,14798,1.23 (Unreliable)
,Illinois,17,2010,2010,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,19,14798,1.29 (Unreliable)
,Illinois,17,2010,2010,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,143,34269,4.18
,Illinois,17,2010,2010,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,49,34269,1.42
,Illinois,17,2010,2010,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,38,34269,1.12
,Illinois,17,2010,2010,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,30,34269,0.88
,Illinois,17,2010,2010,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,11,45516,0.24 (Unreliable)
,Illinois,17,2010,2010,25-29 years,25-29,Diseases of the respiratory system,J00-J98,11,45516,0.24 (Unreliable)
,Illinois,17,2010,2010,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,157,45516,3.44
,Illinois,17,2010,2010,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,34,45516,0.75
,Illinois,17,2010,2010,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,27,45516,0.60
,Illinois,17,2010,2010,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,13,45516,0.29 (Unreliable)
,Illinois,17,2010,2010,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,143,44391,3.23
,Illinois,17,2010,2010,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,40,44391,0.89
,Illinois,17,2010,2010,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14,44391,0.32 (Unreliable)
,Illinois,17,2010,2010,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,86,20951,4.12
,Illinois,17,2010,2010,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31,20951,1.50
,Illinois,17,2010,2010,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,16,4749,3.43 (Unreliable)
,Illinois,17,2010,2010,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,4749,2.35 (Unreliable)
,Illinois,17,2011,2011,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,66,13026,5.10
,Illinois,17,2011,2011,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22,13026,1.70
,Illinois,17,2011,2011,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,13026,1.31 (Unreliable)
,Illinois,17,2011,2011,20-24 years,20-24,Diseases of the respiratory system,J00-J98,11,32638,0.34 (Unreliable)
,Illinois,17,2011,2011,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,118,32638,3.61
,Illinois,17,2011,2011,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,41,32638,1.26
,Illinois,17,2011,2011,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,32,32638,0.98
,Illinois,17,2011,2011,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,25,32638,0.77
,Illinois,17,2011,2011,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,148,44504,3.33
,Illinois,17,2011,2011,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,56,44504,1.26
,Illinois,17,2011,2011,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,23,44504,0.52
,Illinois,17,2011,2011,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,22,44504,0.49
,Illinois,17,2011,2011,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,138,44911,3.07
,Illinois,17,2011,2011,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,51,44911,1.14
,Illinois,17,2011,2011,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,44911,0.33 (Unreliable)
,Illinois,17,2011,2011,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,12,44911,0.27 (Unreliable)
,Illinois,17,2011,2011,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,88,21060,4.16
,Illinois,17,2011,2011,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,23,21060,1.10
,Illinois,17,2012,2012,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,61,12098,5.06
,Illinois,17,2012,2012,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,12098,1.16 (Unreliable)
,Illinois,17,2012,2012,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,24,12098,1.99
,Illinois,17,2012,2012,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,16,12098,1.33 (Unreliable)
,Illinois,17,2012,2012,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,115,32063,3.60
,Illinois,17,2012,2012,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,33,32063,1.03
,Illinois,17,2012,2012,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,42,32063,1.31
,Illinois,17,2012,2012,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,33,32063,1.03
