Notes,Year,Year Code,State,State Code,Age of Mother 10,Age of Mother 10 Code,Births,Female Population,Fertility Rate,Average Birth Weight,Standard Deviation for Average Birth Weight,Average LMP Gestational Age,Standard Deviation for Average LMP Gestational Age,Average OE Gestational Age,Standard Deviation for Average OE Gestational Age
,2010,2010,Kansas,20,25-29 years,25-29,12596,96706,130.25,3321.78,561.91,38.68,2.25,38.61,1.98
,2010,2010,Kansas,20,30-34 years,30-34,8908,88602,100.54,3348.91,582.78,38.57,2.32,38.57,2.02
,2010,2010,Kansas,20,35-39 years,35-39,3595,85288,42.15,3341.68,619.26,38.35,2.37,38.4,2.2
,2010,2010,Kansas,20,40-44 years,40-44,762,86525,8.81,3339.31,611.47,38.33,2.21,38.48,2.06
,2010,2010,Kansas,20,45-49 years,45-49,50,Not Available,Not Available,2997.22,827.29,37.4,2.34,37.42,2.88
,2010,2010,Kentucky,21,Under 15 years,15-,69,Not Available,Not Available,2953.86,659.98,37.01,3.75,37.42,3.07
,2010,2010,Kentucky,21,15 - 17 years,15-17,1847,84346,21.90,3150.71,554.35,38.59,2.81,38.39,2.21
,2010,2010,Kentucky,21,18 - 19 years,18-19,4837,60342,80.16,3146.41,594.52,38.53,2.88,38.26,2.34
,2010,2010,Kentucky,21,20-24 years,20-24,16514,142536,115.86,3195.21,582.98,38.54,2.71,38.26,2.18
,2010,2010,Kentucky,21,25-29 years,25-29,16133,141589,113.94,3272.23,600.41,38.53,2.54,38.27,2.09
,2010,2010,Kentucky,21,30-34 years,30-34,11061,138852,79.66,3301.16,624.06,38.39,2.48,38.21,2.15
,2010,2010,Kentucky,21,35-39 years,35-39,4366,141653,30.82,3296.96,625.13,38.2,2.52,38.12,2.16
,2010,2010,Kentucky,21,40-44 years,40-44,892,145528,6.13,3242.85,677.73,38.02,2.89,37.97,2.42
,2010,2010,Kentucky,21,45-49 years,45-49,57,Not Available,Not Available,3051.25,800.14,37.2,3.18,37.41,2.94
,2010,2010,Louisiana,22,Under 15 years,15-,121,Not Available,Not Available,2946.32,578.51,37.47,3.88,37.94,2.64
,2010,2010,Louisiana,22,15 - 17 years,15-17,2189,93158,23.50,3014.09,601.94,37.99,3.13,38.07,2.67
,2010,2010,Louisiana,22,18 - 19 years,18-19,5500,67874,81.03,3058.52,572,38.25,2.78,38.2,2.36
,2010,2010,Louisiana,22,20-24 years,20-24,19191,169019,113.54,3104,580.13,38.19,2.72,38.11,2.31
,2010,2010,Louisiana,22,25-29 years,25-29,18439,165999,111.08,3188.44,595.7,38.23,2.56,38.14,2.2
,2010,2010,Louisiana,22,30-34 years,30-34,11545,147388,78.33,3215.58,609.75,38.18,2.55,38.09,2.18
,2010,2010,Louisiana,22,35-39 years,35-39,4418,138935,31.80,3186.71,664.34,37.95,2.74,37.86,2.48
,2010,2010,Louisiana,22,40-44 years,40-44,915,145962,6.27,3151.42,695.67,37.75,2.88,37.73,2.53
,2010,2010,Louisiana,22,45-49 years,45-49,57,Not Available,Not Available,2991.02,674.29,37.26,2.83,37.3,2.49
,2010,2010,Maine,23,15 - 17 years,15-17,208,25175,8.26,3313.9,589.5,39.34,3.1,39,2.11
,2010,2010,Maine,23,18 - 19 years,18-19,709,17594,40.30,3283.99,624.19,39.18,3.21,38.87,2.42
,2010,2010,Maine,23,20-24 years,20-24,3237,39220,82.53,3324.98,569.58,39.15,2.51,38.89,2.02
,2010,2010,Maine,23,25-29 years,25-29,3987,36536,109.13,3391.7,567.64,39.08,2.37,38.86,1.93
,2010,2010,Maine,23,30-34 years,30-34,3080,36281,84.89,3387.8,592.04,38.92,2.45,38.82,2.03
,2010,2010,Maine,23,35-39 years,35-39,1423,40603,35.05,3417.89,601.02,38.75,2.51,38.74,2.12
,2010,2010,Maine,23,40-44 years,40-44,306,46514,6.58,3380.06,636.14,38.52,2.46,38.58,2.18
,2010,2010,Maine,23,45-49 years,45-49,11,Not Available,Not Available,3016.36,946.01,37.36,5.56,37.73,4.81
,2010,2010,Maryland,24,Under 15 years,15-,80,Not Available,Not Available,3034.15,530.76,38.28,3.08,38.43,2.31
,2010,2010,Maryland,24,15 - 17 years,15-17,1602,118328,13.54,3065.76,627.09,38.22,3.27,38.37,2.74
,2010,2010,Maryland,24,18 - 19 years,18-19,3794,79664,47.63,3123.25,595.49,38.49,3,38.46,2.51
,2010,2010,Maryland,24,20-24 years,20-24,14615,193775,75.42,3196.07,596.02,38.64,2.76,38.5,2.33
,2010,2010,Maryland,24,25-29 years,25-29,20313,199325,101.91,3273.24,591.21,38.67,2.54,38.56,2.18
,2010,2010,Maryland,24,30-34 years,30-34,19905,189215,105.20,3294.49,606.26,38.53,2.54,38.52,2.23
,2010,2010,Maryland,24,35-39 years,35-39,10627,195866,54.26,3268.55,643.41,38.23,2.63,38.28,2.36
,2010,2010,Maryland,24,40-44 years,40-44,2659,217229,12.24,3235.24,660.22,38.08,2.72,38.16,2.38
,2010,2010,Maryland,24,45-49 years,45-49,185,Not Available,Not Available,3084.17,686.99,37.44,2.8,37.66,2.72
,2010,2010,Maryland,24,50 years and over,50+,21,Not Available,Not Available,2694.05,817.51,37.19,3.75,35.81,3.02
,2010,2010,Massachusetts,25,Under 15 years,15-,40,Not Available,Not Available,3094.7,489.52,38.45,2.6,38.6,1.92
,2010,2010,Massachusetts,25,15 - 17 years,15-17,1137,126708,8.97,3159.38,580.36,38.74,2.8,38.7,2.31
,2010,2010,Massachusetts,25,18 - 19 years,18-19,2772,101168,27.40,3191.14,582.4,38.83,2.74,38.74,2.41
,2010,2010,Massachusetts,25,20-24 years,20-24,11303,239412,47.21,3259.14,568.69,38.93,2.45,38.85,2.07
,2010,2010,Massachusetts,25,25-29 years,25-29,18048,223270,80.83,3314.48,585.12,38.85,2.34,38.84,2.06
,2010,2010,Massachusetts,25,30-34 years,30-34,23173,205278,112.89,3340.28,594.75,38.73,2.28,38.79,2.07
,2010,2010,Massachusetts,25,35-39 years,35-39,13033,214438,60.78,3328.69,623.38,38.51,2.33,38.64,2.14
,2010,2010,Massachusetts,25,40-44 years,40-44,3154,240302,13.13,3273.83,643.54,38.15,2.43,38.39,2.23
,2010,2010,Massachusetts,25,45-49 years,45-49,193,Not Available,Not Available,3132.65,775.23,37.48,3.27,37.75,2.98
,2010,2010,Massachusetts,25,50 years and over,50+,12,Not Available,Not Available,3059.67,506.43,35.92,3.75,37.58,1.75
,2010,2010,Michigan,26,Under 15 years,15-,112,Not Available,Not Available,3041.04,600.04,38.33,3.3,38.45,2.46
,2010,2010,Michigan,26,15 - 17 years,15-17,2968,210761,14.08,3137.56,583.23,38.48,3.24,38.51,2.62
,2010,2010,Michigan,26,18 - 19 years,18-19,7867,149361,52.67,3164.85,599.98,38.69,3,38.56,2.42
,2010,2010,Michigan,26,20-24 years,20-24,27787,330503,84.07,3231.89,591.29,38.77,2.76,38.57,2.32
,2010,2010,Michigan,26,25-29 years,25-29,33629,294260,114.28,3305.86,598.54,38.76,2.56,38.57,2.21
,2010,2010,Michigan,26,30-34 years,30-34,27463,289056,95.01,3332.35,613.72,38.68,2.51,38.52,2.18
,2010,2010,Michigan,26,35-39 years,35-39,11902,309591,38.44,3302.6,648.94,38.44,2.62,38.3,2.32
,2010,2010,Michigan,26,40-44 years,40-44,2606,335062,7.78,3317.58,649.89,38.34,2.61,38.35,2.16
,2010,2010,Michigan,26,45-49 years,45-49,183,Not Available,Not Available,3032.86,837.94,37.33,3.96,37.11,3.27
,2010,2010,Michigan,26,50 years and over,50+,14,Not Available,Not Available,2935.21,579.78,37.21,1.7,37.07,1.71
,2010,2010,Minnesota,27,Under 15 years,15-,46,Not Available,Not Available,2897.13,790.97,37.33,3.51,37.46,3.44
,2010,2010,Minnesota,27,15 - 17 years,15-17,1071,107400,9.97,3232.48,566.38,38.85,2.72,38.84,2.3
,2010,2010,Minnesota,27,18 - 19 years,18-19,2964,71835,41.26,3238.85,579.97,38.85,2.55,38.8,2.22
,2010,2010,Minnesota,27,20-24 years,20-24,12830,174926,73.35,3310.72,566.87,38.91,2.4,38.81,2.08
,2010,2010,Minnesota,27,25-29 years,25-29,22390,185124,120.95,3373.7,572.04,38.87,2.24,38.77,1.99
,2010,2010,Minnesota,27,30-34 years,30-34,19350,168351,114.94,3398.72,586.12,38.77,2.25,38.7,2.03
,2010,2010,Minnesota,27,35-39 years,35-39,8058,162375,49.63,3380.38,615.93,38.52,2.42,38.53,2.17
,2010,2010,Minnesota,27,40-44 years,40-44,1784,175670,10.16,3365.6,640.73,38.42,2.32,38.47,2.09
,2010,2010,Minnesota,27,45-49 years,45-49,101,Not Available,Not Available,3213.92,655.38,38.41,2.51,38.17,2.23
,2010,2010,Minnesota,27,50 years and over,50+,16,Not Available,Not Available,3408.5,488.76,39.19,2.13,39.56,1.22
,2010,2010,Mississippi,28,Under 15 years,15-,111,Not Available,Not Available,3010.99,544.11,37.68,3,38.24,2.21
,2010,2010,Mississippi,28,15 - 17 years,15-17,1959,64029,30.60,3004.31,578.85,37.96,3.13,38.15,2.42
,2010,2010,Mississippi,28,18 - 19 years,18-19,4118,46445,88.66,3005.89,595.33,38.04,2.89,37.98,2.49
,2010,2010,Mississippi,28,20-24 years,20-24,12859,105461,121.93,3072.02,588.08,38.1,2.81,38.02,2.29
,2010,2010,Mississippi,28,25-29 years,25-29,11395,100472,113.41,3154.76,601.43,38.1,2.63,38.03,2.21
,2010,2010,Mississippi,28,30-34 years,30-34,6525,95710,68.17,3192.04,624.63,38.05,2.58,37.94,2.21
,2010,2010,Mississippi,28,35-39 years,35-39,2526,96004,26.31,3167.4,650.87,37.81,2.74,37.76,2.34
,2010,2010,Mississippi,28,40-44 years,40-44,508,95915,5.30,3082.71,695.6,37.52,2.86,37.62,2.27
,2010,2010,Mississippi,28,45-49 years,45-49,32,Not Available,Not Available,3316.12,608.81,37.75,2.96,38.2,1.45
,2010,2010,Missouri,29,Under 15 years,15-,75,Not Available,Not Available,2999.72,651.43,37.5,4.34,37.58,3.29
,2010,2010,Missouri,29,15 - 17 years,15-17,2048,120445,17.00,3132.41,599.9,38.57,3.06,38.43,2.5
,2010,2010,Missouri,29,18 - 19 years,18-19,5621,86402,65.06,3166.36,577.68,38.67,2.87,38.51,2.28
,2010,2010,Missouri,29,20-24 years,20-24,20568,205496,100.09,3217.16,579.02,38.69,2.66,38.47,2.19
,2010,2010,Missouri,29,25-29 years,25-29,23562,201801,116.76,3301.36,575.56,38.67,2.43,38.48,2.04
,2010,2010,Missouri,29,30-34 years,30-34,16775,185922,90.23,3331.02,607.22,38.53,2.41,38.4,2.07
,2010,2010,Missouri,29,35-39 years,35-39,6652,184926,35.97,3317.74,620.75,38.37,2.46,38.28,2.15
,2010,2010,Missouri,29,40-44 years,40-44,1375,191692,7.17,3238.16,656.31,38.11,2.7,38.03,2.35
,2010,2010,Missouri,29,45-49 years,45-49,80,Not Available,Not Available,3271.71,691.99,38.01,3.3,37.92,2.32
,2010,2010,Montana,30,Under 15 years,15-,12,Not Available,Not Available,3357,510.65,39.42,3.23,39.33,1.25
,2010,2010,Montana,30,15 - 17 years,15-17,245,19023,12.88,3184.86,571.75,38.73,3,38.63,2.36
,2010,2010,Montana,30,18 - 19 years,18-19,883,13186,66.96,3245.44,536.81,38.96,2.6,38.81,2.19
,2010,2010,Montana,30,20-24 years,20-24,3137,32199,97.43,3256.16,556.44,38.8,2.57,38.55,2.18
,2010,2010,Montana,30,25-29 years,25-29,3622,30988,116.88,3287.35,579.88,38.7,2.47,38.49,2.23
,2010,2010,Montana,30,30-34 years,30-34,2778,28532,97.36,3308.26,581.04,38.67,2.43,38.51,2.18
,2010,2010,Montana,30,35-39 years,35-39,1144,27220,42.03,3273.99,613.31,38.49,2.37,38.43,2.1
,2010,2010,Montana,30,40-44 years,40-44,218,28522,7.64,3258.25,678.68,38.3,2.7,38.27,2.41
,2010,2010,Montana,30,45-49 years,45-49,21,Not Available,Not Available,3107.62,604.22,37.1,3.12,37.95,2.26
,2010,2010,Nebraska,31,Under 15 years,15-,18,Not Available,Not Available,3111.22,703.47,38.89,3.33,38.28,3.18
,2010,2010,Nebraska,31,15 - 17 years,15-17,544,36734,14.81,3174.33,561.75,38.53,2.92,38.5,2.31
,2010,2010,Nebraska,31,18 - 19 years,18-19,1414,26163,54.05,3197.31,568.72,38.72,2.75,38.53,2.21
,2010,2010,Nebraska,31,20-24 years,20-24,6157,63044,97.66,3267.19,550.14,38.77,2.41,38.58,1.96
,2010,2010,Nebraska,31,25-29 years,25-29,8666,63185,137.15,3322.62,573.42,38.63,2.38,38.49,2.1
,2010,2010,Nebraska,31,30-34 years,30-34,6167,57015,108.16,3364.28,585.28,38.57,2.28,38.49,1.98
,2010,2010,Nebraska,31,35-39 years,35-39,2449,54318,45.09,3324.95,626.64,38.27,2.34,38.24,2.08
,2010,2010,Nebraska,31,40-44 years,40-44,474,54572,8.69,3317.9,703.87,38.11,2.61,38.05,2.5
,2010,2010,Nebraska,31,45-49 years,45-49,26,Not Available,Not Available,3178.88,676.36,37.77,1.97,37.69,1.9
,2010,2010,Nevada,32,Under 15 years,15-,49,Not Available,Not Available,3074.69,593.7,37.81,3.81,38.1,3.24
,2010,2010,Nevada,32,15 - 17 years,15-17,1023,54039,18.93,3106.86,562.61,38.35,2.8,38.37,2.33
,2010,2010,Nevada,32,18 - 19 years,18-19,2398,34488,69.53,3175.61,518.36,38.58,2.56,38.52,2.08
,2010,2010,Nevada,32,20-24 years,20-24,8607,86361,99.66,3209.91,535.5,38.58,2.57,38.5,2.01
,2010,2010,Nevada,32,25-29 years,25-29,10631,96343,110.35,3249.5,562.27,38.54,2.51,38.42,2.04
,2010,2010,Nevada,32,30-34 years,30-34,8125,92840,87.52,3259.86,587.6,38.41,2.62,38.3,2.09
,2010,2010,Nevada,32,35-39 years,35-39,4050,93687,43.23,3257.52,613.16,38.19,2.73,38.13,2.24
,2010,2010,Nevada,32,40-44 years,40-44,983,92166,10.67,3148.09,642.55,37.94,2.88,38.01,2.28
,2010,2010,Nevada,32,45-49 years,45-49,64,Not Available,Not Available,2840.89,930.27,36.65,4.22,36.68,4.06
,2010,2010,New Hampshire,33,15 - 17 years,15-17,164,26712,6.14,3300.09,512.53,38.91,2.43,38.95,1.99
,2010,2010,New Hampshire,33,18 - 19 years,18-19,558,19140,29.15,3288.69,551.14,39.34,1.99,38.98,1.82
,2010,2010,New Hampshire,33,20-24 years,20-24,2638,41448,63.65,3298.44,603.65,39,2.45,38.83,2.21
,2010,2010,New Hampshire,33,25-29 years,25-29,3634,36183,100.43,3380.25,561.49,39.04,2.11,38.91,1.88
,2010,2010,New Hampshire,33,30-34 years,30-34,3718,36050,103.13,3392.24,605.99,38.88,2.23,38.79,2.05
,2010,2010,New Hampshire,33,35-39 years,35-39,1748,41596,42.02,3367.34,610.22,38.61,2.27,38.62,2.14
,2010,2010,New Hampshire,33,40-44 years,40-44,394,49004,8.04,3320.37,684.91,38.51,2.34,38.54,2.35
,2010,2010,New Hampshire,33,45-49 years,45-49,13,Not Available,Not Available,3587.92,536.9,38.69,2.27,39,1.3
,2010,2010,New Jersey,34,Under 15 years,15-,76,Not Available,Not Available,3001.58,519.25,38.43,3.04,38.28,2.31
,2010,2010,New Jersey,34,15 - 17 years,15-17,1732,180838,9.58,3126.51,553.67,38.48,3.13,38.55,2.35
,2010,2010,New Jersey,34,18 - 19 years,18-19,4061,107917,37.63,3155.13,588.29,38.7,2.9,38.6,2.41
,2010,2010,New Jersey,34,20-24 years,20-24,17773,261808,67.89,3215.3,563.99,38.84,2.67,38.68,2.14
,2010,2010,New Jersey,34,25-29 years,25-29,27455,275364,99.70,3272.76,570.06,38.83,2.45,38.64,2.05
,2010,2010,New Jersey,34,30-34 years,30-34,32983,281296,117.25,3284.61,600.12,38.65,2.46,38.5,2.13
,2010,2010,New Jersey,34,35-39 years,35-39,18177,298981,60.80,3277.84,617.46,38.41,2.46,38.35,2.15
,2010,2010,New Jersey,34,40-44 years,40-44,4325,332215,13.02,3251.35,641.51,38.22,2.53,38.18,2.23
,2010,2010,New Jersey,34,45-49 years,45-49,310,Not Available,Not Available,3027.85,721,37.68,3.27,37.38,2.62
,2010,2010,New Jersey,34,50 years and over,50+,30,Not Available,Not Available,2812.2,684.87,37.47,3.58,36.7,2.41
,2010,2010,New Mexico,35,Under 15 years,15-,46,Not Available,Not Available,2958.54,609.23,38.17,3.33,38.22,2.85
,2010,2010,New Mexico,35,15 - 17 years,15-17,1290,43198,29.86,3108.38,523.05,38.59,2.7,38.61,2.11
,2010,2010,New Mexico,35,18 - 19 years,18-19,2582,29871,86.44,3138.87,537.81,38.8,2.52,38.68,2.1
,2010,2010,New Mexico,35,20-24 years,20-24,8205,69396,118.23,3180.24,526.41,38.79,2.41,38.67,1.93
,2010,2010,New Mexico,35,25-29 years,25-29,7584,68259,111.11,3219.63,552,38.74,2.41,38.59,2.08
,2010,2010,New Mexico,35,30-34 years,30-34,5100,62981,80.98,3226.47,599.19,38.59,2.49,38.5,2.13
,2010,2010,New Mexico,35,35-39 years,35-39,2429,61911,39.23,3198.3,636,38.31,2.72,38.33,2.44
,2010,2010,New Mexico,35,40-44 years,40-44,570,62971,9.05,3156.29,693.48,38.2,2.79,38.22,2.51
,2010,2010,New Mexico,35,45-49 years,45-49,38,Not Available,Not Available,2967.97,661.5,37.47,3,37.47,2.67
,2010,2010,New York,36,Under 15 years,15-,185,Not Available,Not Available,2931.85,675.52,37.61,3.59,37.84,3.4
,2010,2010,New York,36,15 - 17 years,15-17,4338,386899,11.21,3118.19,577.82,38.55,2.95,38.56,2.46
,2010,2010,New York,36,18 - 19 years,18-19,10788,279831,38.55,3175.47,578.6,38.8,2.78,38.7,2.33
,2010,2010,New York,36,20-24 years,20-24,48047,698933,68.74,3224.52,574.36,38.87,2.61,38.72,2.19
,2010,2010,New York,36,25-29 years,25-29,64552,699974,92.22,3279.47,576.19,38.82,2.43,38.69,2.05
,2010,2010,New York,36,30-34 years,30-34,67621,649401,104.13,3289.19,598.67,38.66,2.44,38.58,2.16
,2010,2010,New York,36,35-39 years,35-39,38049,640349,59.42,3279.46,619.06,38.45,2.47,38.45,2.19
,2010,2010,New York,36,40-44 years,40-44,9935,692560,14.35,3229.71,652.38,38.24,2.66,38.3,2.37
,2010,2010,New York,36,45-49 years,45-49,798,Not Available,Not Available,3048.42,736.65,37.75,2.94,37.71,2.65
,2010,2010,New York,36,50 years and over,50+,62,Not Available,Not Available,2862.97,740.52,37.31,2.71,37.24,2.51
,2010,2010,North Carolina,37,Under 15 years,15-,163,Not Available,Not Available,3023.01,519.65,37.96,3.4,38.36,2.65
,2010,2010,North Carolina,37,15 - 17 years,15-17,3704,185809,19.93,3152.04,564.54,38.6,3.15,38.64,2.4
,2010,2010,North Carolina,37,18 - 19 years,18-19,8605,135511,63.50,3141.63,605.45,38.63,3.07,38.51,2.53
,2010,2010,North Carolina,37,20-24 years,20-24,32497,324925,100.01,3206.06,597.26,38.72,2.86,38.54,2.33
,2010,2010,North Carolina,37,25-29 years,25-29,33783,315537,107.07,3279.65,602.11,38.73,2.62,38.55,2.18
,2010,2010,North Carolina,37,30-34 years,30-34,27488,314750,87.33,3309.75,614.63,38.64,2.59,38.5,2.19
,2010,2010,North Carolina,37,35-39 years,35-39,13143,335162,39.21,3294.73,647.64,38.36,2.69,38.31,2.35
,2010,2010,North Carolina,37,40-44 years,40-44,2784,337656,8.25,3237.28,678.3,38.16,2.8,38.08,2.49
,2010,2010,North Carolina,37,45-49 years,45-49,175,Not Available,Not Available,3005.75,759.36,37.43,3.33,37.22,2.97
,2010,2010,North Dakota,38,15 - 17 years,15-17,165,12324,13.39,3223.38,624.68,38.34,2.89,38.53,2.51
,2010,2010,North Dakota,38,18 - 19 years,18-19,494,10524,46.94,3252.33,623.37,38.77,2.97,38.58,2.5
,2010,2010,North Dakota,38,20-24 years,20-24,2155,27426,78.58,3295.78,557.54,38.73,2.44,38.52,1.98
,2010,2010,North Dakota,38,25-29 years,25-29,3298,23145,142.49,3356.8,570.95,38.8,2.31,38.59,1.97
,2010,2010,North Dakota,38,30-34 years,30-34,2119,19288,109.86,3372.45,599.23,38.6,2.35,38.47,2.03
,2010,2010,North Dakota,38,35-39 years,35-39,726,17856,40.66,3344.55,617.49,38.24,2.33,38.3,1.98
,2010,2010,North Dakota,38,40-44 years,40-44,129,18580,6.94,3402.81,718.1,37.96,2.93,38.12,2.57
,2010,2010,North Dakota,38,45-49 years,45-49,11,Not Available,Not Available,3390.27,516.31,38.09,1.62,38.64,1.23
,2010,2010,Ohio,39,Under 15 years,15-,171,Not Available,Not Available,3136.6,579.75,37.68,3.22,37.86,2.84
,2010,2010,Ohio,39,15 - 17 years,15-17,3811,237669,16.03,3128.82,602.06,38.43,3.11,38.41,2.53
,2010,2010,Ohio,39,18 - 19 years,18-19,9941,165038,60.23,3159.74,585.33,38.68,2.81,38.49,2.34
,2010,2010,Ohio,39,20-24 years,20-24,35646,378914,94.07,3203.56,588.2,38.64,2.7,38.45,2.26
,2010,2010,Ohio,39,25-29 years,25-29,41075,360793,113.85,3284.57,597.54,38.64,2.52,38.47,2.16
,2010,2010,Ohio,39,30-34 years,30-34,32191,347242,92.70,3311.77,609.86,38.55,2.44,38.43,2.15
,2010,2010,Ohio,39,35-39 years,35-39,13333,362042,36.83,3302.55,634.35,38.33,2.56,38.3,2.27
,2010,2010,Ohio,39,40-44 years,40-44,2798,383473,7.30,3269.38,664.21,38.08,2.74,38.15,2.43
,2010,2010,Ohio,39,45-49 years,45-49,148,Not Available,Not Available,3096.99,759.85,37.59,2.73,37.54,2.66
,2010,2010,Ohio,39,50 years and over,50+,14,Not Available,Not Available,3050.14,737.14,37.86,2.92,38.21,3.19
,2010,2010,Oklahoma,40,Under 15 years,15-,101,Not Available,Not Available,3049.61,591.38,38.06,3.12,38.1,2.56
,2010,2010,Oklahoma,40,15 - 17 years,15-17,1918,74185,25.85,3179.46,551.14,38.58,2.87,38.42,2.17
,2010,2010,Oklahoma,40,18 - 19 years,18-19,4578,54655,83.76,3179.67,563.2,38.66,2.69,38.36,2.14
,2010,2010,Oklahoma,40,20-24 years,20-24,16306,131308,124.18,3213.57,571.71,38.51,2.7,38.27,2.17
,2010,2010,Oklahoma,40,25-29 years,25-29,15985,129829,123.12,3277.73,571.83,38.49,2.5,38.28,2.04
,2010,2010,Oklahoma,40,30-34 years,30-34,9830,118104,83.23,3282.44,607.06,38.27,2.62,38.15,2.17
,2010,2010,Oklahoma,40,35-39 years,35-39,3701,115296,32.10,3272.72,642.15,38.05,2.72,37.97,2.28
,2010,2010,Oklahoma,40,40-44 years,40-44,780,113252,6.89,3226.68,684.84,37.8,2.75,37.83,2.2
,2010,2010,Oklahoma,40,45-49 years,45-49,38,Not Available,Not Available,2929.58,723.13,37.47,3.02,37.05,2.53
,2010,2010,Oregon,41,Under 15 years,15-,27,Not Available,Not Available,3316.44,393.69,38.56,2.54,38.85,1.33
,2010,2010,Oregon,41,15 - 17 years,15-17,963,72391,13.30,3225.51,576.55,38.8,2.87,38.75,2.42
,2010,2010,Oregon,41,18 - 19 years,18-19,2533,51792,48.91,3260.73,563.82,39.02,2.56,38.84,2.08
,2010,2010,Oregon,41,20-24 years,20-24,10306,124587,82.72,3314.82,570.14,38.98,2.47,38.83,2
,2010,2010,Oregon,41,25-29 years,25-29,13375,131397,101.79,3373.23,563.52,38.93,2.29,38.85,1.95
,2010,2010,Oregon,41,30-34 years,30-34,11475,127972,89.67,3401.73,575.36,38.9,2.22,38.87,1.88
,2010,2010,Oregon,41,35-39 years,35-39,5570,123336,45.16,3369.76,610.06,38.59,2.38,38.68,2.11
,2010,2010,Oregon,41,40-44 years,40-44,1201,122602,9.80,3341.12,617.89,38.34,2.35,38.46,2.15
,2010,2010,Oregon,41,45-49 years,45-49,81,Not Available,Not Available,3078.95,693.75,37.64,3.05,37.79,2.73
,2010,2010,Pennsylvania,42,Under 15 years,15-,153,Not Available,Not Available,3065.36,687.51,38.2,3.18,38.14,3.16
,2010,2010,Pennsylvania,42,15 - 17 years,15-17,3574,251182,14.23,3103.19,598.1,38.48,3.01,38.49,2.53
,2010,2010,Pennsylvania,42,18 - 19 years,18-19,8385,191419,43.80,3153.18,599.12,38.7,2.86,38.57,2.44
,2010,2010,Pennsylvania,42,20-24 years,20-24,31935,432260,73.88,3214.62,599.34,38.75,2.68,38.57,2.34
,2010,2010,Pennsylvania,42,25-29 years,25-29,41071,388958,105.59,3295.69,597.09,38.77,2.46,38.61,2.16
,2010,2010,Pennsylvania,42,30-34 years,30-34,37330,364911,102.30,3335.62,602.85,38.69,2.35,38.6,2.12
,2010,2010,Pennsylvania,42,35-39 years,35-39,16854,384115,43.88,3312.1,638.7,38.43,2.47,38.41,2.23
,2010,2010,Pennsylvania,42,40-44 years,40-44,3742,429693,8.71,3275.41,669.76,38.2,2.57,38.23,2.35
,2010,2010,Pennsylvania,42,45-49 years,45-49,253,Not Available,Not Available,3044.17,835.98,37.22,3.69,37.32,3.42
,2010,2010,Pennsylvania,42,50 years and over,50+,24,Not Available,Not Available,2551.17,962.54,34.67,3.67,34.83,3.1
,2010,2010,Rhode Island,44,15 - 17 years,15-17,284,20688,13.73,3143.12,576.18,38.74,3.12,38.44,2.62
,2010,2010,Rhode Island,44,18 - 19 years,18-19,607,19201,31.61,3222.5,573.45,38.88,2.77,38.65,2.33
,2010,2010,Rhode Island,44,20-24 years,20-24,2330,40938,56.92,3262.69,592.64,38.94,2.75,38.63,2.25
,2010,2010,Rhode Island,44,25-29 years,25-29,2976,32673,91.08,3302.24,602.82,38.92,2.56,38.6,2.22
,2010,2010,Rhode Island,44,30-34 years,30-34,3063,31107,98.47,3349.95,586.01,38.88,2.36,38.61,2.03
,2010,2010,Rhode Island,44,35-39 years,35-39,1530,32545,47.01,3317.61,640.06,38.45,2.6,38.37,2.41
,2010,2010,Rhode Island,44,40-44 years,40-44,368,37495,9.81,3264.6,702.04,38.24,2.64,38.25,2.39
,2010,2010,Rhode Island,44,45-49 years,45-49,13,Not Available,Not Available,3234.31,605.78,38,2.18,38,2.32
,2010,2010,South Carolina,45,Under 15 years,15-,107,Not Available,Not Available,3036.71,586.54,37.76,3.81,38.23,2.71
,2010,2010,South Carolina,45,15 - 17 years,15-17,2017,90299,22.34,3074.47,586.74,38.2,3.03,38.32,2.33
,2010,2010,South Carolina,45,18 - 19 years,18-19,4832,70440,68.60,3095.38,570.33,38.47,2.83,38.35,2.29
,2010,2010,South Carolina,45,20-24 years,20-24,16598,163948,101.24,3152.37,604.55,38.41,2.79,38.26,2.26
,2010,2010,South Carolina,45,25-29 years,25-29,16395,152758,107.33,3227.6,607.67,38.39,2.65,38.26,2.21
,2010,2010,South Carolina,45,30-34 years,30-34,12053,144797,83.24,3271.58,599.22,38.38,2.39,38.28,2.01
,2010,2010,South Carolina,45,35-39 years,35-39,5170,150777,34.29,3247.25,647.16,38.06,2.58,38.08,2.21
,2010,2010,South Carolina,45,40-44 years,40-44,1122,155291,7.23,3200.59,685.91,37.83,2.93,37.88,2.51
,2010,2010,South Carolina,45,45-49 years,45-49,48,Not Available,Not Available,2991.56,803.79,36.54,3.37,37.35,2.93
,2010,2010,South Dakota,46,Under 15 years,15-,10,Not Available,Not Available,3380.4,382.59,38.2,1.33,39.1,1.3
,2010,2010,South Dakota,46,15 - 17 years,15-17,260,16343,15.91,3230.99,538.97,38.2,3.31,38.55,2.58
,2010,2010,South Dakota,46,18 - 19 years,18-19,715,11603,61.62,3288.88,594.39,38.65,2.78,38.67,2.36
,2010,2010,South Dakota,46,20-24 years,20-24,2991,27933,107.08,3293.2,547.27,38.69,2.59,38.74,2.1
